2.36664	4.02985	
2.37885	4.0329	
2.39868	4.0329	
2.39105	4.0329	
2.38495	4.02985	
2.37427	4.03137	
2.37274	4.03595	
2.3941	4.03748	
2.38647	4.04358	
2.39258	4.04205	
2.39868	4.02832	
2.37732	4.03595	
2.39258	4.02985	
2.388	4.04053	
2.35748	4.02985	
2.37122	4.039	
2.37122	4.02985	
2.37732	4.02527	
2.40631	4.03595	
2.37885	4.04358	
2.36511	4.05121	
2.39258	4.03595	
2.35443	4.04968	
2.388	4.03137	
2.388	4.0451	
2.36816	4.05121	
2.38647	4.04205	
2.38953	4.039	
2.40021	4.04358	
2.39105	4.04663	
2.37732	4.03595	
2.37427	4.03595	
2.36206	4.04053	
2.37122	4.0451	
2.37122	4.03595	
2.35748	4.04663	
2.34528	4.0451	
2.37579	4.03748	
2.3819	4.04816	
2.388	4.05121	
2.39258	4.04663	
2.36053	4.05884	
2.36206	4.05273	
2.35291	4.05121	
2.37427	4.04205	
2.37274	4.04663	
2.37579	4.0451	
2.34985	4.05273	
2.38495	4.04968	
2.3819	4.05273	
2.37579	4.0451	
2.38953	4.0451	
2.36969	4.04358	
2.38495	4.04053	
2.36053	4.04053	
2.39258	4.04816	
2.37885	4.02832	
2.37427	4.0451	
2.39258	4.0329	
2.37885	4.04053	
2.37885	4.039	
2.36511	4.039	
2.41089	4.02679	
2.37885	4.02527	
2.37732	4.03595	
2.38495	4.0329	
2.37579	4.04968	
2.36969	4.04968	
2.37885	4.0329	
2.37427	4.02985	
2.38342	4.039	
2.36206	4.04205	
2.38495	4.03137	
2.38495	4.03595	
2.3819	4.0329	
2.3819	4.03137	
2.36359	4.039	
2.3819	4.04205	
2.36969	4.0329	
2.37274	4.02527	
2.38953	4.03748	
2.37732	4.0329	
2.36969	4.04053	
2.36816	4.03595	
2.37122	4.0451	
2.388	4.0329	
2.37579	4.04358	
2.39105	4.05121	
2.37122	4.03748	
2.37732	4.0329	
2.36206	4.0451	
2.39105	4.03595	
2.3819	4.04358	
2.36816	4.04816	
2.38647	4.05273	
2.38495	4.04205	
2.37885	4.02374	
2.37885	4.05121	
2.37885	4.05579	
2.37579	4.04053	
2.37885	4.03748	
2.37732	4.04358	
2.38342	4.04358	
2.38495	4.04816	
2.388	4.05579	
2.38647	4.05273	
2.38953	4.05426	
2.37732	4.04663	
2.37427	4.04968	
2.37122	4.05273	
2.36969	4.05426	
2.39105	4.05884	
2.37732	4.04816	
2.35291	4.04358	
2.36359	4.04816	
2.38495	4.05273	
2.39716	4.05273	
2.3819	4.04053	
2.34833	4.04053	
2.35748	4.039	
2.37885	4.03595	
2.37274	4.04205	
2.34985	4.04816	
2.37732	4.04663	
2.36816	4.039	
2.37122	4.03595	
2.36511	4.04205	
2.37122	4.03595	
2.38647	4.04663	
2.36969	4.04663	
2.36969	4.04053	
2.37274	4.04968	
2.34222	4.04358	
2.3468	4.06189	
2.37579	4.04663	
2.35748	4.04205	
2.37579	4.04053	
2.38342	4.02679	
2.34985	4.03137	
2.36511	4.039	
2.36969	4.039	
2.35748	4.0451	
2.35138	4.03748	
2.35901	4.0451	
2.36206	4.039	
2.36664	4.04663	
2.34833	4.04663	
2.37427	4.02985	
2.36969	4.01459	
2.36969	4.02069	
2.38953	4.02222	
2.36664	4.02222	
2.37274	4.0451	
2.36664	4.04816	
2.36664	4.05426	
2.388	4.02527	
2.40784	4.05273	
2.38647	4.04205	
2.37579	4.039	
2.37122	4.03748	
2.39716	4.04358	
2.39563	4.0451	
2.37427	4.0451	
2.36206	4.05426	
2.36969	4.05121	
2.37732	4.05273	
2.38953	4.05426	
2.388	4.05579	
2.35901	4.04968	
2.36664	4.03748	
2.36969	4.03137	
2.36206	4.04816	
2.36816	4.05579	
2.36053	4.04358	
2.37274	4.05121	
2.36053	4.05273	
2.35291	4.05273	
2.38495	4.02985	
2.37885	4.04205	
2.38495	4.03748	
2.37885	4.03748	
2.38495	4.04968	
2.37885	4.04816	
2.36053	4.04205	
2.34985	4.04663	
2.35748	4.04205	
2.37274	4.0329	
2.37885	4.02985	
2.37579	4.02832	
2.36664	4.039	
2.36511	4.04968	
2.37274	4.04816	
2.37427	4.04205	
2.36359	4.02679	
2.37427	4.02985	
2.36359	4.0451	
2.36511	4.039	
2.36511	4.0451	
2.35138	4.05731	
2.33765	4.05121	
2.35291	4.04358	
2.34375	4.05579	
2.36359	4.04663	
2.36816	4.04205	
2.36206	4.04968	
2.37122	4.0451	
2.36511	4.05579	
2.37274	4.04358	
2.38647	4.04663	
2.36969	4.05579	
2.38495	4.0329	
2.37732	4.02985	
2.35901	4.03748	
2.37732	4.039	
2.38495	4.039	
2.39105	4.05426	
2.37274	4.04205	
2.39563	4.04663	
2.35291	4.04663	
2.37579	4.03137	
2.388	4.039	
2.38495	4.05273	
2.38647	4.04358	
2.36969	4.04663	
2.36816	4.05273	
2.36816	4.05579	
2.37885	4.04816	
2.37732	4.06189	
2.35443	4.05273	
2.38495	4.0451	
2.36969	4.04968	
2.35901	4.0451	
2.37885	4.04816	
2.36053	4.06342	
2.33612	4.06494	
2.37579	4.05121	
2.38495	4.05273	
2.36664	4.04968	
2.37274	4.05273	
2.36664	4.05426	
2.37885	4.04816	
2.39105	4.04205	
2.34222	4.04358	
2.39105	4.05426	
2.39716	4.04968	
2.37885	4.04358	
2.36053	4.05426	
2.38495	4.04816	
2.36511	4.05121	
2.37122	4.04053	
2.37885	4.0451	
2.36816	4.04205	
2.37274	4.03748	
2.37732	4.03595	
2.37732	4.0329	
2.36816	4.0329	
2.39258	4.04663	
2.37885	4.05426	
2.36816	4.03595	
2.3819	4.03137	
2.37274	4.0451	
2.37122	4.02985	
2.388	4.039	
2.388	4.04205	
2.35443	4.03748	
2.39105	4.05426	
2.39868	4.039	
2.38953	4.039	
2.37885	4.04663	
2.39258	4.039	
2.38495	4.04053	
2.39258	4.0451	
2.39105	4.039	
2.38953	4.04663	
2.39258	4.03748	
2.36816	4.05426	
2.388	4.06494	
2.40631	4.05884	
2.38342	4.05884	
2.38647	4.0451	
2.39258	4.04053	
2.37885	4.04816	
2.39105	4.04968	
2.38495	4.05579	
2.37885	4.05273	
2.37579	4.06189	
2.36359	4.06494	
2.37122	4.05884	
2.38647	4.04663	
2.37732	4.05426	
2.36053	4.06494	
2.34375	4.05273	
2.35901	4.04358	
2.37579	4.05121	
2.37122	4.06799	
2.37122	4.03748	
2.35748	4.04663	
2.36206	4.04816	
2.37579	4.04205	
2.35291	4.039	
2.34528	4.0451	
2.38342	4.05121	
2.36969	4.04816	
2.36053	4.05121	
2.36206	4.05121	
2.35748	4.06799	
2.36969	4.05121	
2.37274	4.05426	
2.36816	4.05884	
2.37732	4.04663	
2.36816	4.0451	
2.36359	4.0451	
2.35901	4.0451	
2.37122	4.0451	
2.37122	4.03595	
2.37274	4.05273	
2.37427	4.04816	
2.38342	4.05121	
2.388	4.0451	
2.36816	4.03748	
2.388	4.04663	
2.37274	4.04358	
2.37885	4.04053	
2.39258	4.0329	
2.37427	4.039	
2.3819	4.06189	
2.37122	4.04053	
2.37885	4.04968	
2.38495	4.0451	
2.38342	4.05273	
2.40784	4.05731	
2.39563	4.05426	
2.37579	4.05426	
2.39716	4.06494	
2.37885	4.05579	
2.388	4.05273	
2.38342	4.05579	
2.38953	4.05426	
2.37122	4.04358	
2.35443	4.0451	
2.35443	4.04358	
2.37274	4.04816	
2.3819	4.0329	
2.39105	4.02222	
2.36664	4.02527	
2.33765	4.03595	
2.36053	4.05121	
2.36816	4.03595	
2.37122	4.039	
2.36053	4.05426	
2.36969	4.04816	
2.36969	4.04816	
2.36511	4.04816	
2.38342	4.04968	
2.35291	4.0451	
2.35138	4.04358	
2.38953	4.05273	
2.35443	4.05273	
2.35748	4.04968	
2.35291	4.04205	
2.36511	4.04663	
2.34222	4.04358	
2.37122	4.04053	
2.36053	4.03595	
2.36206	4.0329	
2.36206	4.05121	
2.36816	4.0329	
2.37732	4.04053	
2.37427	4.04053	
2.37427	4.039	
2.388	4.04358	
2.36359	4.05426	
2.35291	4.04053	
2.38495	4.05579	
2.36816	4.04358	
2.37579	4.05426	
2.37427	4.05731	
