-0.733948	-0.694275	
-0.750732	-0.688171	
-0.764465	-0.686646	
-0.765991	-0.683594	
-0.764465	-0.697327	
-0.756836	-0.697327	
-0.767517	-0.698853	
-0.752258	-0.700378	
-0.743103	-0.691223	
-0.75531	-0.698853	
-0.726318	-0.704956	
-0.733948	-0.695801	
-0.733948	-0.695801	
-0.770569	-0.706482	
-0.740051	-0.706482	
-0.761414	-0.727844	
-0.718689	-0.720215	
-0.750732	-0.717163	
-0.752258	-0.727844	
-0.744629	-0.721741	
-0.764465	-0.709534	
-0.756836	-0.704956	
-0.733948	-0.718689	
-0.733948	-0.71106	
-0.758362	-0.706482	
-0.75531	-0.71106	
-0.756836	-0.723267	
-0.759888	-0.714111	
-0.724792	-0.724792	
-0.738525	-0.717163	
-0.733948	-0.726318	
-0.762939	-0.71106	
-0.750732	-0.714111	
-0.752258	-0.738525	
-0.747681	-0.732422	
-0.738525	-0.726318	
-0.747681	-0.709534	
-0.750732	-0.735474	
-0.750732	-0.730896	
-0.733948	-0.724792	
-0.750732	-0.724792	
-0.758362	-0.708008	
-0.750732	-0.718689	
-0.750732	-0.721741	
-0.740051	-0.708008	
-0.767517	-0.714111	
-0.770569	-0.714111	
-0.727844	-0.709534	
-0.750732	-0.721741	
-0.761414	-0.723267	
-0.746155	-0.720215	
-0.765991	-0.726318	
-0.746155	-0.72937	
-0.749207	-0.726318	
-0.765991	-0.71106	
-0.758362	-0.726318	
-0.737	-0.733948	
-0.732422	-0.727844	
-0.744629	-0.724792	
-0.762939	-0.727844	
-0.735474	-0.732422	
-0.775146	-0.698853	
-0.772095	-0.706482	
-0.752258	-0.72937	
-0.749207	-0.723267	
-0.759888	-0.726318	
-0.744629	-0.740051	
-0.764465	-0.720215	
-0.791931	-0.70343	
-0.743103	-0.71106	
-0.732422	-0.700378	
-0.761414	-0.712585	
-0.743103	-0.712585	
-0.740051	-0.718689	
-0.750732	-0.704956	
-0.746155	-0.714111	
-0.738525	-0.738525	
-0.746155	-0.727844	
-0.758362	-0.721741	
-0.758362	-0.71106	
-0.761414	-0.692749	
-0.759888	-0.700378	
-0.746155	-0.709534	
-0.733948	-0.721741	
-0.756836	-0.724792	
-0.756836	-0.709534	
-0.772095	-0.701904	
-0.752258	-0.70343	
-0.756836	-0.712585	
-0.761414	-0.691223	
-0.788879	-0.704956	
-0.735474	-0.712585	
-0.750732	-0.737	
-0.779724	-0.726318	
-0.752258	-0.72937	
-0.758362	-0.708008	
-0.765991	-0.692749	
-0.75531	-0.683594	
-0.767517	-0.697327	
-0.758362	-0.721741	
-0.741577	-0.712585	
-0.752258	-0.720215	
-0.784302	-0.701904	
-0.784302	-0.708008	
-0.790405	-0.70343	
-0.782776	-0.691223	
-0.764465	-0.700378	
-0.775146	-0.694275	
-0.775146	-0.692749	
-0.759888	-0.709534	
-0.759888	-0.717163	
-0.765991	-0.714111	
-0.747681	-0.708008	
-0.746155	-0.686646	
-0.75531	-0.691223	
-0.761414	-0.68512	
