0.32959,-22.5357
0.340271,-22.5342
0.335693,-22.5357
0.334167,-22.5388
0.334167,-22.5342
0.338745,-22.5403
0.340271,-22.5296
0.334167,-22.5281
0.349426,-22.5342
0.350952,-22.5372
0.334167,-22.5296
0.337219,-22.5311
0.346375,-22.5311
0.352478,-22.5342
0.349426,-22.5372
0.343323,-22.5311
0.341797,-22.5372
0.341797,-22.5403
0.354004,-22.5403
0.343323,-22.5403
0.341797,-22.5464
0.346375,-22.5449
0.344849,-22.5449
0.349426,-22.5357
0.335693,-22.5418
0.337219,-22.5388
0.335693,-22.5464
0.341797,-22.5464
0.340271,-22.5449
0.341797,-22.5403
0.32959,-22.5433
0.32959,-22.5403
0.332642,-22.5357
0.337219,-22.5388
0.335693,-22.5433
0.346375,-22.5418
0.337219,-22.5388
0.337219,-22.5418
0.337219,-22.5403
0.344849,-22.5403
0.346375,-22.5388
0.340271,-22.5388
0.338745,-22.5433
0.340271,-22.5388
0.335693,-22.5357
0.32959,-22.5418
0.344849,-22.5403
0.332642,-22.5403
0.338745,-22.5372
0.344849,-22.5357
0.338745,-22.5433
0.338745,-22.5433
0.335693,-22.5372
0.331116,-22.5449
0.338745,-22.5388
0.343323,-22.5388
0.341797,-22.5388
0.332642,-22.5372
0.341797,-22.5418
0.337219,-22.5479
0.332642,-22.5464
0.337219,-22.5388
0.340271,-22.5403
0.340271,-22.5372
0.338745,-22.5418
0.341797,-22.5388
0.352478,-22.5418
0.343323,-22.5403
0.344849,-22.5464
0.349426,-22.5449
0.338745,-22.5433
0.341797,-22.5479
0.354004,-22.5494
0.341797,-22.5494
0.350952,-22.5479
0.349426,-22.5494
0.334167,-22.551
0.352478,-22.5494
0.331116,-22.551
0.331116,-22.551
0.344849,-22.5403
0.326538,-22.5479
0.338745,-22.5403
0.338745,-22.5449
0.326538,-22.5479
0.349426,-22.5479
0.337219,-22.5464
0.341797,-22.5494
0.338745,-22.551
0.340271,-22.5494
0.337219,-22.5525
0.337219,-22.5449
0.335693,-22.5464
0.331116,-22.5494
0.338745,-22.5494
0.328064,-22.5433
0.325012,-22.5464
0.325012,-22.5494
0.331116,-22.5403
0.337219,-22.5418
0.332642,-22.5479
0.32959,-22.554
0.328064,-22.5525
0.320435,-22.5555
0.326538,-22.5494
0.331116,-22.554
0.334167,-22.5525
0.32196,-22.5464
0.338745,-22.5525
0.334167,-22.5494
0.332642,-22.554
0.334167,-22.551
0.335693,-22.5479
0.328064,-22.5433
0.331116,-22.5449
0.335693,-22.5433
0.332642,-22.5433
0.331116,-22.5418
0.334167,-22.5433
0.332642,-22.5433
0.32196,-22.5479
0.335693,-22.5418
0.32959,-22.5418
0.341797,-22.5388
0.335693,-22.5433
0.334167,-22.5372
0.334167,-22.5418
0.326538,-22.5464
0.320435,-22.5464
0.332642,-22.554
0.334167,-22.5525
0.338745,-22.5433
0.354004,-22.5403
0.338745,-22.5479
0.352478,-22.5494
0.343323,-22.554
0.325012,-22.554
0.328064,-22.5449
0.320435,-22.5464
0.320435,-22.5479
0.325012,-22.5464
0.315857,-22.5418
0.328064,-22.5418
0.328064,-22.5433
0.328064,-22.5464
0.326538,-22.5494
0.318909,-22.5479
0.328064,-22.5494
0.328064,-22.5494
0.32196,-22.5494
0.325012,-22.5479
0.32196,-22.5525
0.328064,-22.5433
