3.93829,-5.01556
3.93372,-5.00946
3.93829,-5.00488
3.93372,-5.01404
3.93372,-5.01404
3.93677,-5.01404
3.93066,-5.01404
3.92761,-5.02319
3.92609,-5.02472
3.92303,-5.01709
3.93219,-5.02014
3.92303,-5.01862
3.92151,-5.01404
3.92456,-5.01709
3.93982,-5.02014
3.92303,-5.02014
3.93677,-5.01709
3.91541,-5.01556
3.92456,-5.00793
3.91541,-5.00336
3.91846,-5.00488
3.92303,-5.00946
3.92303,-5.00946
3.92456,-5.01404
3.92151,-5.00793
3.91388,-5.00336
3.93372,-5.00183
3.91235,-5.00488
3.91693,-5.00336
3.92303,-5.01251
3.93066,-5.01556
3.92761,-5.01862
3.92914,-5.01404
3.92456,-5.01251
3.92456,-5.01251
3.92151,-5.00946
3.92151,-5.01404
3.92914,-5.01251
3.93066,-5.01251
3.92914,-5.01099
3.92151,-5.01862
3.92914,-5.01862
3.93066,-5.01709
3.93829,-5.01404
3.91998,-5.01709
3.92151,-5.01251
3.92151,-5.01709
3.92761,-5.01709
3.93219,-5.01709
3.9093,-5.02014
3.92151,-5.01556
3.91388,-5.01556
3.90778,-5.01404
3.91998,-5.00336
3.90778,-5.00336
3.91693,-5.00183
3.92303,-5.00488
3.92151,-5.00183
3.91846,-5.00183
3.91846,-5.00793
3.91846,-4.99725
3.91846,-5.00031
3.90778,-5.00031
3.91388,-5.00336
3.93066,-5.00031
3.93219,-5.00488
3.93677,-5.00793
3.92609,-5.00946
3.92456,-5.00793
3.91693,-5.00946
3.92914,-5.01404
3.91693,-5.01099
3.9505,-5.01556
3.92914,-5.02167
3.92761,-5.02472
3.92914,-5.02625
3.92456,-5.02319
3.92303,-5.02625
3.92914,-5.03693
3.92303,-5.03387
3.93677,-5.0354
3.93219,-5.03387
3.92303,-5.03845
3.92456,-5.04456
3.91388,-5.0354
3.9093,-5.03387
3.92303,-5.0293
3.91693,-5.03387
3.91846,-5.03845
3.91235,-5.03082
3.91693,-5.0354
3.92914,-5.03845
3.91846,-5.02625
3.9093,-5.02014
3.91388,-5.01709
3.9032,-5.02319
3.91541,-5.01556
3.91693,-5.01404
3.92456,-5.01404
3.93372,-5.01556
3.90625,-5.02014
3.89099,-5.01099
3.90778,-5.01709
3.91693,-5.01099
3.9032,-5.01556
3.90778,-5.00946
3.91388,-5.01404
3.9093,-5.02014
3.92761,-5.02167
3.91998,-5.02167
3.90167,-5.01862
3.90472,-5.01404
3.91846,-5.00946
3.91541,-5.01251
3.9093,-5.01709
3.91998,-5.01556
3.91541,-5.02014
3.91388,-5.01862
3.91388,-5.01099
3.91235,-5.01251
3.92303,-5.00946
3.91541,-5.01556
3.92151,-5.01099
3.92609,-5.01709
3.94287,-5.01862
3.92761,-5.01709
