2.79236,-1.97906
2.79083,-1.97754
2.79236,-1.97906
2.79083,-1.98212
2.79236,-1.98059
2.79388,-1.98212
2.79388,-1.98822
2.79388,-1.98669
2.79694,-1.98212
2.79236,-1.98212
2.79083,-1.98517
2.78625,-1.98517
2.7832,-1.98669
2.78473,-1.98212
2.79083,-1.98669
2.79388,-1.98364
2.79541,-1.98364
2.79846,-1.98517
2.79541,-1.98212
2.79541,-1.98517
2.79541,-1.98517
2.79388,-1.98212
2.79236,-1.98059
2.79388,-1.98212
2.79236,-1.98059
2.79541,-1.98059
2.79236,-1.98059
2.79388,-1.98364
2.79541,-1.98059
2.79694,-1.97906
2.79541,-1.97906
2.80151,-1.97449
2.80609,-1.97601
2.80609,-1.97601
2.80304,-1.97449
2.80914,-1.97601
2.80914,-1.98212
2.81067,-1.98364
2.81219,-1.98517
2.81677,-1.98364
2.81525,-1.98212
2.81525,-1.98212
2.81219,-1.98212
2.80609,-1.98364
2.80304,-1.98669
2.80457,-1.98517
2.80609,-1.98517
2.80762,-1.98364
2.81677,-1.98212
2.82135,-1.98212
2.8183,-1.98212
2.81525,-1.98364
2.81677,-1.98517
2.81525,-1.98669
2.81677,-1.98975
2.81067,-1.98669
2.80914,-1.98059
2.80762,-1.98364
2.80609,-1.98517
2.80762,-1.98212
2.81067,-1.98364
2.80762,-1.98517
2.80762,-1.98669
2.80762,-1.98975
2.80762,-1.99127
2.80304,-1.98517
2.80457,-1.98822
2.80151,-1.98669
2.80151,-1.98364
2.80304,-1.98364
2.80762,-1.98364
2.80457,-1.98212
2.79999,-1.97906
2.79694,-1.98059
2.79999,-1.97906
2.80304,-1.97754
2.80609,-1.97754
2.80151,-1.98212
2.79999,-1.98364
2.79846,-1.97754
2.80304,-1.98212
2.80457,-1.98669
2.80304,-1.99738
2.79694,-1.99738
2.79541,-1.9989
2.79388,-2.00043
2.79236,-2.00195
2.79236,-2.00043
2.79388,-1.99738
2.79694,-1.99127
2.79846,-1.98822
2.80609,-1.98975
2.80914,-1.98669
2.80609,-1.98669
2.80762,-1.98212
2.80457,-1.98212
2.79694,-1.98669
2.79541,-1.98517
2.79694,-1.98669
2.79999,-1.98364
2.79846,-1.97906
2.79846,-1.97906
2.79846,-1.97754
2.79999,-1.98212
2.79846,-1.97906
2.79694,-1.98059
2.79846,-1.97906
2.79846,-1.97601
2.79846,-1.97906
2.79694,-1.97906
2.80151,-1.97601
2.80151,-1.98059
2.80457,-1.98059
2.80304,-1.98059
2.79999,-1.98212
2.79846,-1.98669
2.80151,-1.98975
2.79999,-1.99127
2.79846,-1.98822
2.79694,-1.99738
2.79541,-1.99127
2.79999,-1.98975
2.80151,-1.99127
2.80304,-1.98822
2.80457,-1.98822
2.80151,-1.99127
2.80151,-1.98669
2.80457,-1.98517
2.80304,-1.98517
2.79999,-1.98669
2.80151,-1.98517
2.79999,-1.98212
2.79846,-1.98212
2.80151,-1.98212
2.80151,-1.98822
2.80304,-1.98517
